seed,policy,mae,rmse,overshoot
30,DDPG-2,0.1398915647002146,0.7422280790844509,14.714213542507167
30,TD3-1,0.1728606798389474,0.7459553422137457,14.737179949820488
81,Expert,2.330929975361112,3.25752006671408,21.07312774327785
81,DDPG-1,0.2334180227336789,0.9012094132012842,16.153631238993086
81,DDPG-2,0.2654882082776295,0.9368579563271558,16.003154158499242
81,TD3-1,0.2280532180600979,0.8928844134708519,16.142661015211033
62,Expert,1.7055325843434372,2.630272972882279,16.132292916630192
62,DDPG-1,0.1947507890882557,0.8542641642133396,14.752794316523222
62,DDPG-2,0.1651878814577887,0.8468494054785336,14.720611623061544
62,TD3-1,0.1905795052912913,0.8473217931760166,14.754253084692394
42,TD3-2,0.3189526188217619,1.1182142957697596,14.736194337975007
36,TD3-2,0.3777465144722088,1.1694229127193037,15.733149988896416
27,TD3-2,0.4912710492849287,1.617230684396464,14.804089962110154
21,TD3-2,0.3650028524708803,1.106907039125191,15.069459079526396
14,TD3-2,0.2599954091601275,0.9679791919159956,14.770404834908092
23,TD3-2,0.3222868070628963,1.0436165828428945,14.892543616222484
39,TD3-2,0.446753956169992,1.2349484240624489,14.67459462768457
94,TD3-2,0.4338689143318904,1.3781657191701582,16.3255897504893
15,TD3-2,0.3716921231216935,1.0075072351615777,15.081115737612592
88,TD3-2,0.4071085609639138,1.036393453888235,14.886543262163343
26,TD3-2,0.4142429747761312,1.1409195570735926,14.844595275321154
83,TD3-2,0.3180304844296496,0.929161075270158,14.647931866772057
51,TD3-2,0.4256942969689729,1.1939857702087593,14.667369378568113
18,TD3-2,0.2397558660912288,0.9503662095415724,14.70657565346096
68,TD3-2,0.3416301755417918,1.0709188040384887,14.697044613843405
86,TD3-2,0.4027958348304163,1.360168752732856,14.76492747545754
33,TD3-2,0.3498458981024097,1.0624133846654142,14.72044696978783
47,TD3-2,0.3620329765639373,1.1477392410814848,14.825901162016166
99,TD3-2,0.2760923421113011,0.9181287967656157,14.7245757603728
57,TD3-2,0.3957134760081108,1.1611953330561546,14.86117276758793
52,TD3-2,0.3835949085728297,1.1635341651022653,15.138185135628476
71,TD3-2,0.3739127499654559,1.19090964361878,16.17748264095377
78,TD3-2,0.4230479270430868,1.2407473155042772,14.801031639582831
89,TD3-2,0.3432006967768303,1.0508761131573667,14.714468388495533
49,TD3-2,0.3886765912096143,1.2859551795227415,14.690369709732876
84,TD3-2,0.3609708627294621,1.1152933039365471,14.730928135227558
13,TD3-2,0.4831149765689963,1.5793346171039635,16.600221408244153
30,TD3-2,0.2984849530306704,0.901167737964234,14.77474782571727
81,TD3-2,0.4057892582814281,1.0846658613275475,17.023769628782546
62,TD3-2,0.3032821917616597,0.9686661156164288,14.773085046639608
