ep,train_reward,val_reward,train_mae,val_mae,val_overshoot,Kp,Ki,Kw
1,1.1014310545605817,2.2798872611992027,1.377301696425185,0.8312724774593946,4.935499797416554,-0.6799653729160985,-0.005397562135208596,-0.003488632174464198
2,1.1014587676764553,2.279894028516236,1.3772943328574752,0.8312684300655209,4.935499499174227,-0.5033435955181256,-0.0033824640336456717,0.006387787448751318
3,0.9168711085102426,2.10110931680658,1.252271788845623,0.7597588890030251,4.928416417552427,-0.41652290957110066,-0.003026217199839629,-0.038350622306714904
4,1.4746503922675094,1.499008149679708,0.933011465925345,0.9571691600011573,3.8366047137720756,-0.1243271336063847,-0.05668997381244217,-0.4086190390813577
5,4.92628464267844,6.661635699334662,0.4029085760355376,0.24621374727788298,3.79133148717429,-0.5437493028344812,-0.06292715960287594,-0.23120056485031937
6,5.381191592819829,7.044866213443568,0.3338629095592385,0.19736585642622304,3.7137863578119834,-2.2230867301379598,-0.06242972248055794,-0.17196651338576316
7,5.36075030596301,7.446975077037017,0.35990525455830835,0.14464745666563095,3.5690705506954004,-4.102044749427009,-0.05523355585244206,-0.3600569589658304
8,5.313399594737984,7.531190475947746,0.37752932346728496,0.14682201270651266,3.5759688664637395,-4.661337057749431,-0.04572851301820667,-0.4590890682018078
9,5.295735682400935,7.514288932711012,0.37950917961496966,0.1473334449801589,3.57920255392267,-4.633523443678358,-0.04349840317178775,-0.4641790509044945
10,5.690073010396445,7.711837595833687,0.3285437413312697,0.12809118567691827,3.4609288845465898,-5.334913313925803,-0.0585328331543459,-0.38291604344073954
11,5.688520108746697,7.76760747937968,0.3335388986821742,0.12735684232391936,3.454080904814049,-5.6125842424723,-0.059721916589561524,-0.3022464495879394
12,5.688159182078796,7.794415225051304,0.3361885376915554,0.12723137275285312,3.4518387578100516,-5.674007404315937,-0.05997506145749603,-0.30224244378589177
13,5.694101756668506,7.801456415030758,0.3367844710041201,0.12715254803166062,3.45020668259086,-5.725653085145387,-0.057731551961885674,-0.29592869694049173
14,6.120582560734331,7.757621594545466,0.2691031691042517,0.11958509680054338,3.379925246880802,-5.873956833993112,-0.08178380705990472,-0.44072118320980586
15,6.117737993103859,7.757623740545897,0.26948073453667926,0.11957112961791996,3.3800284617691574,-5.9086764729894075,-0.0835720418138547,-0.46111444050485306
16,6.114589668621442,7.757144899203202,0.2699054356192713,0.11960275241531072,3.3802356755239344,-5.916752338409424,-0.08350732002977852,-0.4607279529204001
17,6.111639439003434,7.754325159370974,0.2700974993105324,0.1196289245454838,3.3800551137528174,-5.905611003841366,-0.0824284895404323,-0.45760291960981636
18,6.130793275615815,7.664474905614994,0.2623383701333371,0.12875562144194092,3.431235318464843,-5.691877012854224,-0.07913918650752909,-0.410636588230028
19,6.2058703731514555,7.665826910431004,0.2565222697246208,0.13122337069053028,3.439682938001951,-5.082430143136759,-0.08167620740077636,-0.4146576338523143
20,6.387878482409325,7.823433493398413,0.24360446584539877,0.11852517814750815,3.3463171308147963,-5.79705066509075,-0.09659901129322367,-0.4858689413772331
21,6.392766703490103,7.828555784666633,0.24330746633721412,0.11806276595900854,3.342970735731228,-5.893581758867632,-0.0984369961766748,-0.4843250139876529
22,6.394412487322657,7.829469776597645,0.24305303694841215,0.11794335155030054,3.342179120122182,-5.899364399361062,-0.09860853394409558,-0.429931890797448
23,6.396430372362494,7.831407434759025,0.242925792701524,0.11777464540472775,3.3409120854655754,-5.915820448248236,-0.0984337401685414,-0.42555855117641295
24,6.401727122083531,7.826428007212885,0.24132704066326813,0.11809560463780364,3.3436992005100166,-5.881287751374422,-0.09764935997304497,-0.17944659440367072
25,6.407352944102603,7.830310322348605,0.2409288928347347,0.11781223045583326,3.3413912497596243,-5.922364347093217,-0.09828993742977893,-0.15825120241076382
26,6.4097915603104765,7.832088759753232,0.24075902544929206,0.11767597234035748,3.3403006866798677,-5.929127580052739,-0.0987540914623945,-0.15851204826667145
27,6.411213530603807,7.83314838757184,0.24066082899069038,0.11759186673133439,3.3396343439951295,-5.933064119474547,-0.09892117969684296,-0.16007319931034092
28,6.412163211873103,7.83386676871522,0.24059542813656906,0.11753316068778978,3.3391723042677484,-5.9276312979849966,-0.09898497279103215,-0.1637449791063895
29,6.412844037189906,7.834393165555771,0.24054813591769783,0.11748921406275023,3.338828093373678,-5.939041244613755,-0.09897845508428188,-0.1602495600571026
30,6.4133636146861095,7.834802742441944,0.24051228316718007,0.11745442227812945,3.3385567499128115,-5.952141226232947,-0.09882800997019531,-0.1578148791083583
31,6.413771360611478,7.8351331102595205,0.24048447734468018,0.11742614912055353,3.338335294018705,-5.941940730040495,-0.09896573709982175,-0.15433987247215974
32,6.442533019155941,7.8159863939557805,0.2372464970113007,0.12423525075708765,3.3729189445402454,-5.848864719555065,-0.098767561970411,-0.20443442624968453
33,6.472374191003489,7.82666575327781,0.2382136173615584,0.12276922187744828,3.3632194460761013,-5.528615233657119,-0.09913291665795329,-0.43976128915766693
34,6.472451628594672,7.826806114900924,0.2382037071555736,0.12275589882579334,3.3631103561207425,-5.454824689630273,-0.09930855974748924,-0.44392947621412343
35,6.472479735083124,7.8268973726433755,0.23819048670512513,0.1227583062745947,3.3630921738950406,-5.464821450345151,-0.09911952178190658,-0.45501515430373113
36,6.472579265539576,7.826971929711843,0.23818159075957865,0.12274731537658626,3.363025139739804,-5.473813529487129,-0.09924086166156067,-0.45358309161674987
37,6.4725566432610036,7.827003377508998,0.23816487670236566,0.1227674708703548,3.36311604259069,-5.481229391183939,-0.09907709077761338,-0.45400996901490187
38,6.472581805937917,7.8269896507705425,0.2381485439533456,0.12277658367313013,3.363158853104764,-5.512630694621318,-0.09930396631911949,-0.4533719929966244
39,6.472661921173857,7.826981529217896,0.23813989455278542,0.12277500347778658,3.3631553266963152,-5.477975018150933,-0.09893816386585359,-0.4525226508234595
40,6.4726490569546025,7.82696296951888,0.23812174945656564,0.12278623392982055,3.3632159242526853,-5.476051110524434,-0.0991611807598724,-0.45447396784573346
41,6.472785929755502,7.826949836702071,0.23811305254606627,0.12277210366185937,3.3631627893972365,-5.484482466876209,-0.09926770227001952,-0.45123515553302596
42,6.472830394927887,7.826918548997987,0.23810026784095648,0.12278243832470685,3.363231277190991,-5.4723335944854465,-0.09929087403061632,-0.45277124932697704
43,6.4728476070635885,7.826879857191483,0.23808204402674607,0.12279487570494858,3.3633143162084878,-5.467940791591151,-0.09897299547184694,-0.44997678877593755
44,6.472933589175496,7.826837078746604,0.23807101508608408,0.12279788774215308,3.363356238901332,-5.4414438619031325,-0.09923902074167798,-0.45249784234407786
45,6.472993973808876,7.826785519860954,0.23805433701213333,0.12281052204810385,3.3634487911928233,-5.493253286417063,-0.09922410686452826,-0.4524647128116619
46,6.47304062863121,7.826720710767351,0.23804433098446273,0.12282589791375959,3.3635608993335353,-5.440627098083496,-0.09924139514998034,-0.4483601160653241
47,6.473161049360708,7.826656945418444,0.23802724820411655,0.12283291467347009,3.363635997461003,-5.471650146984601,-0.09909223533935614,-0.4516959505694526
48,6.473351894388874,7.826573243584516,0.23801925236110044,0.12282534621221598,3.3636510467744785,-5.457557548870434,-0.09939062902638623,-0.4459371121676715
49,6.473468702705657,7.826472486927181,0.23800553854500275,0.12283447007836153,3.3637552569750966,-5.471364239911298,-0.09923370998423617,-0.45075624501024997
50,6.473626866765518,7.826358865866764,0.237988197274844,0.1228392401954002,3.363847647371273,-5.4339909219407705,-0.09922506648290146,-0.4437349263254229
51,6.473780694556119,7.826227294406501,0.23797455426980632,0.12284230882386867,3.3639409348271414,-5.455068499476344,-0.09919625881675247,-0.45053480537207397
52,6.474366042792035,7.826367031935557,0.23814121636501773,0.12265940164799506,3.36305568090971,-5.491532274671981,-0.09914859330600446,-0.469622360335456
53,6.471864645678793,7.82640130657597,0.23841165466864567,0.12186647223643324,3.3594437708187854,-5.553653827300659,-0.0990125861790803,-0.4412400446556233
54,6.471976366889311,7.826371469582187,0.23839889677588952,0.12187268052621292,3.3594997594240823,-5.559495882467703,-0.0990727896969001,-0.441648095816344
55,6.47189358637445,7.826308417188658,0.23839909461891776,0.12186814072350828,3.3595294584954445,-5.554255657367878,-0.0991825106161254,-0.4342284376198823
56,6.471948300985815,7.826196993676708,0.2383893995928925,0.12188001720708319,3.359652813349655,-5.552725474994342,-0.09914020487704912,-0.4379012204326309
57,6.471996406588247,7.826094698107155,0.2383801288300682,0.12189024120579038,3.359760746374718,-5.550458103806168,-0.09919075462016258,-0.4380408414491304
58,6.471950322570692,7.826012920692671,0.23837740178865038,0.12189104672986918,3.3598188693298,-5.562014292906951,-0.0993680139710834,-0.4361885055467054
59,6.474927713999661,7.825640270983105,0.23810570211939178,0.12256968982078953,3.363058801472107,-5.518535369628662,-0.09939878733755948,-0.4602142059289896
60,6.474957684606982,7.825590279756221,0.23810337194771525,0.1225706793647651,3.3631011977324476,-5.505328134015516,-0.09922320758914566,-0.4570269090336961
61,6.474991127796076,7.82554369408325,0.23809843596449112,0.12257621883801129,3.3631641407387747,-5.510580582661672,-0.09930828355394446,-0.46033571548648067
62,6.475022566898869,7.825507799778932,0.2380948494155117,0.122578933618553,3.363208860313378,-5.508942458006713,-0.09897900932842309,-0.45971658291878764
63,6.4750517069505955,7.825479432695773,0.23809317931411025,0.12257769956029282,3.363231255398162,-5.47510530044128,-0.09926617752622675,-0.4566104719051728
64,6.4750812227467565,7.825456364772701,0.23808956912209403,0.12257978735393267,3.3632671299020984,-5.495105262752529,-0.09926104304698614,-0.4583443366252147
65,6.475111200482228,7.825442837852042,0.2380869756881784,0.12257924941704589,3.36328520942709,-5.492284068832168,-0.09936435020214564,-0.461241641500452
66,6.475140920376958,7.825439178043251,0.23808412749317118,0.12257848632526355,3.3632971204740443,-5.501199082688646,-0.0990185071383272,-0.46044474628355886
67,6.475169856782396,7.825446575073833,0.23808026421373654,0.12257936345913348,3.363310975557539,-5.497568298985173,-0.09917697723623033,-0.4575557307796077
68,6.475249534147145,7.82544273097398,0.23806966974225743,0.12256230364762138,3.363238344296704,-5.471760660559088,-0.09935124741272407,-0.45634757198609627
69,6.475284499977278,7.8254594305142495,0.2380640886017297,0.12256388354273702,3.363249887526038,-5.485414603331664,-0.09906188084616198,-0.45446759805426346
70,6.4753133005825445,7.825472218227104,0.23806329034526805,0.12255625987928645,3.3632181731139497,-5.5116293227469715,-0.09929667769728957,-0.4546443220075067
71,6.475338171823814,7.825490385822871,0.23806391445048425,0.12254615686177768,3.363170627892771,-5.469500048143847,-0.09908721247712174,-0.4549798217561987
72,6.475373670460301,7.825505649458995,0.23805560817468951,0.12255171933767743,3.3631998240740444,-5.523146162997256,-0.09917840061036197,-0.4571434085493212
73,6.474566982740694,7.825601222181911,0.2381946991518543,0.12219129637167452,3.361468827856811,-5.542556530243164,-0.09923032482524773,-0.4481428893240126
74,6.474562009288234,7.825634218140616,0.23819634682267568,0.12218205350217806,3.3614185769232705,-5.518481994892384,-0.09921133358616967,-0.44598202223892325
75,6.474611987826212,7.825654198241884,0.23819207721964844,0.12218213518046458,3.3614156588846527,-5.50226989570442,-0.09934411234445162,-0.4476205137398866
76,6.475470039883748,7.825568413214429,0.23808034860051874,0.1223701886916367,3.3623220221396224,-5.5335700829346495,-0.09923720082363209,-0.447493434041828
77,6.475512003575247,7.825587937490459,0.23807523395526395,0.12237333223737985,3.3623335512368726,-5.515218417804401,-0.09910817640470909,-0.4472266991992851
78,6.475538872568173,7.8256071793450355,0.23807150524227838,0.12236997086549216,3.362314435475156,-5.50658068117556,-0.0991492302523361,-0.44693146149317425
79,6.475608549362348,7.82561154409448,0.23805960568069892,0.12236404408043397,3.362291322037464,-5.5166364393912035,-0.09939451952715656,-0.44954175392428675
80,6.4756205551805985,7.825613600616095,0.23806002710886465,0.12236336541583066,3.3622922317398007,-5.524335226377806,-0.09932947664468496,-0.44829629357154666
81,6.475632953879933,7.825624350250972,0.2380596492032073,0.12236628444651194,3.36230638448383,-5.52920367934921,-0.09935942523412637,-0.4473829341602994
82,6.4756161812861395,7.8256397181446875,0.23806533169174607,0.12235976420357242,3.3622737235128426,-5.513872633944522,-0.09919970146976076,-0.44466746906499127
83,6.475634086377192,7.825651669359543,0.2380640326464755,0.12236376430759835,3.3622912900242596,-5.519717531041937,-0.09932677460474533,-0.44950013165478714
84,6.475624150483909,7.825665583265758,0.23806802331943888,0.12235946890455664,3.3622686885765205,-5.500319927185028,-0.0992807454100481,-0.4478501606810916
85,6.4756189178743675,7.825679587422811,0.23807106698535618,0.12235625468836288,3.3622501804998706,-5.529435171140684,-0.09917726048507967,-0.44666289543365695
86,6.475619822272833,7.825695574446232,0.23807283488044498,0.12235549212327229,3.362242211101375,-5.501854505624857,-0.09920814283587434,-0.4474061296747492
87,6.475637256909029,7.825704834028374,0.23807131541950757,0.12235789405348689,3.3622515222769067,-5.528858144242723,-0.09929263753605796,-0.44533597763713534
88,6.475639429673766,7.825713923256169,0.23807230902871113,0.12235809942787705,3.3622506697074073,-5.517521609534492,-0.0990861256395255,-0.45042210617461603
89,6.47564000919228,7.825727106858816,0.2380739086663366,0.12235582850788346,3.3622358445473424,-5.512196116977268,-0.09935450213061678,-0.4459533907391049
90,6.475646749562188,7.825738810177981,0.23807378884708422,0.12235607331611761,3.3622334066873094,-5.521143271281077,-0.09936372539750091,-0.4481419467770898
91,6.47563969850125,7.82574854881187,0.23807633679912169,0.12235269220378375,3.3622149561961407,-5.519428499468096,-0.0992119236438124,-0.4477437023703639
92,6.47565650031153,7.825755211772303,0.23807412380676887,0.12235632221800197,3.362230731827097,-5.519787959747009,-0.09940859274910735,-0.44902924102944536
93,6.475635302204547,7.825767565857843,0.23807951774766453,0.12234721648688109,3.362183601023972,-5.512382849558696,-0.09938592927621769,-0.4475044638843269
94,6.475639811270027,7.8257708170284515,0.23807931156440446,0.12234940123530348,3.36219415141386,-5.499925878790167,-0.09911078473439326,-0.4489970350707019
95,6.475651199681995,7.82577861909404,0.2380782928747487,0.12234952013750275,3.362192246056921,-5.524946539728968,-0.09936982332108854,-0.44727845670463323
96,6.475664324637176,7.82578620447547,0.23807686665791686,0.12234983717086609,3.362191562925844,-5.5212030921493085,-0.09921348008426938,-0.44737377777710574
97,6.475669112731573,7.825788627828952,0.23807698805512137,0.12234809416078292,3.3621839496538684,-5.496442710792458,-0.09935002976858819,-0.4483890830873846
98,6.475698628678384,7.825787148449927,0.23807195765945052,0.12235707596935816,3.362228085902089,-5.524156425330971,-0.0993861570223435,-0.4461708866261147
99,6.475676676155849,7.825792760538609,0.23807699189916273,0.12234921706557808,3.3621896963136777,-5.5151121647388965,-0.09946523609760406,-0.44757519487862113
100,6.475647698647241,7.825800259212085,0.23808297434000744,0.12234220156139596,3.362154603883752,-5.510033353551611,-0.09932026895764354,-0.4459138040666704
101,6.475670201741013,7.8258019955487965,0.23807961867271218,0.12234437010118339,3.3621642315492437,-5.5343666386914565,-0.099230854569732,-0.44634591560583337
102,6.475672630265433,7.825804224452123,0.23807954850938204,0.12234654409177775,3.362174321315436,-5.502359435603664,-0.09929018587739141,-0.4477165346150403
103,6.475668233157324,7.8258098466879025,0.23808095800170626,0.12234534341885593,3.3621668715545354,-5.532912622342955,-0.09925643822273335,-0.44949431011865326
104,6.475644681380796,7.825816994545397,0.23808581383756366,0.12233690218138431,3.3621249509283473,-5.525351147751908,-0.09924874142990694,-0.44650634869679556
105,6.475695985125189,7.825813860043309,0.2380768285755529,0.12234934313669311,3.3621850626918217,-5.508008405610964,-0.09926812853421774,-0.4463509212623726
106,6.4757024048314795,7.8258143938473275,0.23807596592905653,0.12235086950198304,3.362192418936445,-5.528356045693368,-0.09934041485026315,-0.44413308487520803
107,6.475647743042768,7.825825020425659,0.23808646602095018,0.12233485094634353,3.36211244595421,-5.532929017617777,-0.0991327850086553,-0.44813262739100373
108,6.475672930220216,7.825825518876102,0.23808240070538997,0.12233951006604217,3.3621343769617056,-5.513800039663687,-0.09925720179910297,-0.44886522092022096
109,6.475652476315954,7.825846023120717,0.2380868904248471,0.12233058730906955,3.3620915638031903,-5.51854010983869,-0.09923842151810576,-0.44734695318105583
110,6.475681006680862,7.825853595957132,0.23808225835941077,0.12233180364154514,3.3620991279982917,-5.505917053680879,-0.09929405822529569,-0.44811201960713537
111,6.475691684301137,7.825863936709859,0.23808054167718232,0.12233402168172425,3.3621079904655744,-5.5074937322118265,-0.09924205600678383,-0.4460443729633564
112,6.475652005475626,7.82587445954264,0.238088113571302,0.12232294141887766,3.362052405700723,-5.529993093049562,-0.09942671078610588,-0.44955015406236276
113,6.475670346581571,7.825879628874145,0.23808529460299213,0.12232464811775967,3.3620587936864723,-5.497064481626402,-0.09935893740381922,-0.4473939518014471
114,6.475643221400385,7.82588656001863,0.2380902254316851,0.12231926732507531,3.3620313821873253,-5.517269074379861,-0.09951419527973379,-0.4463249805930618
115,6.475659018689941,7.825889540303348,0.23808774989494005,0.12232301863192835,3.362048132538291,-5.504046884981601,-0.09933623335174135,-0.44833516125922446
116,6.475667524840059,7.825890667038674,0.2380864786558393,0.1223254053178881,3.362059484295898,-5.539985765088667,-0.09932286041724431,-0.44727036461338504
117,6.475647259813148,7.8258947050207315,0.23809031795017566,0.12232075001189814,3.362035845941037,-5.523840432649141,-0.09943096475438909,-0.44785965601722516
118,6.475668953403283,7.82589812219975,0.2380870130988785,0.12232472586206912,3.362052685553593,-5.488781534277044,-0.09932808041035592,-0.4466470822438344
119,6.4756620385779575,7.825904981352273,0.2380885888213762,0.12232335815423391,3.362043190796058,-5.514405865330358,-0.09921899601981207,-0.44538719947631655
120,6.47563551083881,7.8259123709998635,0.23809344145297628,0.12231675077402042,3.362008935905024,-5.523539780377148,-0.09921898487004432,-0.4488932635034765
121,6.4756277196443905,7.825913947383147,0.23809495231954025,0.12231547383423802,3.362002813743672,-5.524630465426364,-0.09920987638237479,-0.4464591767515864
122,6.475660608391704,7.825913930125232,0.23808955931129075,0.12232470607596403,3.3620458863942133,-5.527180370983777,-0.09910762649368834,-0.4460290462763102
123,6.475614211278185,7.82592464942463,0.2380976623590099,0.12231149270109147,3.3619795644675037,-5.522368073105454,-0.099391380662436,-0.44597237338652246
124,6.475644958318669,7.825924286769632,0.2380927484110791,0.12231914986611402,3.3620156062434603,-5.514467584955561,-0.09945343883038761,-0.44859829225817005
125,6.475646307236228,7.825925775217908,0.2380925758000961,0.1223198191586755,3.3620182403627865,-5.517255633681625,-0.09930334128327556,-0.4487774481883159
126,6.475638477526914,7.825930522213065,0.2380940781121793,0.1223166853269225,3.362001007881247,-5.515145614459827,-0.09927782819077775,-0.44563592780937067
127,6.475627606666438,7.825932601498774,0.23809606473460923,0.12231405423242353,3.361988681980023,-5.543284467271379,-0.09927211660104948,-0.44802879908302046
128,6.475646560488625,7.82593630003121,0.23809311084216567,0.12231776340769517,3.3620037689361197,-5.5374063128107665,-0.09929439420247818,-0.4476920175063121
129,6.475654946035438,7.825936783116807,0.2380919209058785,0.12232128218435866,3.362020232435057,-5.50869050422111,-0.09912278349543954,-0.44548650472252455
130,6.475647188428142,7.825940254819687,0.23809340173175073,0.12231883500467504,3.362007212560826,-5.52872274349163,-0.09913014629492173,-0.4487221983519641
131,6.4756290139811705,7.825945657518256,0.23809680142227366,0.1223147963855001,3.3619860639572465,-5.541332897361931,-0.09926202207117586,-0.4460004386123833
132,6.475629288430284,7.825950410864853,0.23809693832176695,0.12231350323741175,3.3619776671993122,-5.500586532615684,-0.09927806886168453,-0.4440915208082419
133,6.475626493698399,7.825953545773851,0.2380975198755074,0.12231164365756755,3.361967441334542,-5.511793407233986,-0.09912697973104569,-0.4464056088222756
134,6.474665160767999,7.828031146963584,0.2382930807781317,0.1219068270155362,3.3591100494495123,-5.542550820130128,-0.09999899020245126,-0.45323282832259293
135,6.456153374285606,7.829143605000579,0.2392279767683985,0.12066941205688442,3.35304109985168,-5.6004457774463,-0.09999977812931703,-0.4547334730147838
136,6.447561969836902,7.8303163026834275,0.2395974388155029,0.120146619752945,3.3504585980487462,-5.63833274593105,-0.09999987061645414,-0.4498132699960703
137,6.472185748019528,7.829232441137958,0.23847731436833883,0.12141411310475453,3.3561913628358866,-5.591704945664506,-0.09999986920688483,-0.4467812746136754
138,6.443337328190129,7.831094600494289,0.23982373642148092,0.11983755461478478,3.3487802602501233,-5.583916278453441,-0.09999990029198988,-0.449507764838002
139,6.47692116122164,7.83006664302879,0.23793836468820065,0.12205610730600892,3.3588054756028924,-5.614710614487931,-0.0999999473000074,-0.459435676997369
140,6.46867188941782,7.830042017439773,0.23868753341785767,0.12107370632830135,3.3542682591717465,-5.596864710340987,-0.09999993445726486,-0.45105140986623943
141,6.443947550407476,7.831435564116823,0.2398247466684257,0.11983788764320019,3.3485641905394914,-5.665599531836219,-0.09999997250817798,-0.46515232813847557
142,6.476725659433202,7.830633077489768,0.23806949796679688,0.12191303660646888,3.357934049381143,-5.513889164776654,-0.09999992049581653,-0.4448944092751504
143,6.468187420163393,7.830515546488843,0.23871018963507293,0.1209648081722842,3.353551243365885,-5.528451001679933,-0.09999993749268658,-0.4409935844314468
144,6.455091547391352,7.831305112341108,0.23930705547207784,0.12034665099884848,3.350729916650039,-5.606460360316065,-0.09999997203832155,-0.45636772471027925
145,6.476335185403387,7.830696204674935,0.23821781805879697,0.12170222145032374,3.3568224832416433,-5.5153265080533105,-0.09999995000727542,-0.4483680710181579
146,6.474824043991508,7.830627541168974,0.23834715491799066,0.12141583393848956,3.3555002371054314,-5.619514687283261,-0.0999999848288578,-0.46444181243220606
147,6.474247404716221,7.830661981029239,0.238433732239025,0.1214367777186387,3.355572510711241,-5.529775800886336,-0.0999999619326792,-0.447038772645536
148,6.472116574049163,7.831617342725741,0.23776162167813775,0.12262971050305164,3.3609115208139,-5.501098978388178,-0.09999995946406841,-0.4448066004463383
149,6.455347524673986,7.831677895227065,0.23933461106285547,0.12030729116285933,3.3503959081701424,-5.51877974270581,-0.09999996673565607,-0.4393294507318789
150,6.474832260290341,7.830946087711042,0.23839736973141898,0.12144819945300721,3.3555110261536925,-5.529674501390429,-0.09999997455168057,-0.4457206343327676
151,6.464702950842981,7.831430592872192,0.23886403461859043,0.12067568988281663,3.3520083943060968,-5.603968642734073,-0.09999999054917344,-0.46407163548875263
152,6.4732154884586235,7.831019443307354,0.23850101936896886,0.12124153210500316,3.354548885495646,-5.55197768550258,-0.09999998356099124,-0.45546317649436546
153,6.4687656834958815,7.831223898688485,0.23870567942248644,0.12092770224304827,3.3531263309360213,-5.590479616884951,-0.09999998649200043,-0.45724301507045795
154,6.476489163343127,7.8314678720510145,0.23803613694154643,0.12190531239822466,3.3575254179648795,-5.564612635859737,-0.09999998555228755,-0.4587447214293647
155,6.4767873749499145,7.8311127924272235,0.23812307926594192,0.12174220666562038,3.3568131780658774,-5.514476536033867,-0.09999997860885358,-0.44841847864834516
156,6.46635914914557,7.832386071096913,0.23762058403080935,0.12319554657474233,3.3633305119258523,-5.454383072075066,-0.09999997303024069,-0.4454698063530125
157,6.466880042862566,7.832296994078814,0.23753140455060726,0.12312146083913444,3.3629769920054997,-5.467349393231733,-0.099999976953169,-0.44992484941377536
158,6.474065000133582,7.832133657846317,0.23783314290813137,0.1222985893979874,3.3592615157070327,-5.487803087816821,-0.09999997971264331,-0.4517040349640049
159,6.473523641452011,7.830741360115653,0.23848892281039222,0.12129189653745463,3.354984220753792,-5.498973820660566,-0.09999998931859706,-0.46674444594302095
160,6.476695085355034,7.830946250776776,0.2381080822685853,0.12169719397226784,3.356833091006024,-5.537308477185987,-0.09999998949013196,-0.461986789623419
161,6.475800225949904,7.831145372518294,0.2379724115042592,0.122114134176077,3.3585846264820702,-5.518671042926319,-0.09999999157092473,-0.4641097202911988
162,6.4752053419952595,7.831300315559835,0.23790960185153945,0.12221457961030559,3.3589573600050358,-5.388532676734963,-0.09999997537206481,-0.4492920603420403
163,6.475741871722694,7.831258566682933,0.23781573403747922,0.12216580830999989,3.3587423515009505,-5.485948677654858,-0.09999998833413597,-0.4574719895948996
164,6.476016312806529,7.831597781006061,0.23795357650268023,0.12205816787388704,3.3582335574437963,-5.478079450739038,-0.09999998856533517,-0.4587630793318018
165,6.47684878040532,7.8313216124617435,0.23800785832637408,0.1218225049860401,3.357169822260616,-5.448140855546709,-0.09999998612655653,-0.4586927062636978
166,6.474115055916465,7.831817175869298,0.2379466084066578,0.122348819985811,3.3595735008544523,-5.582489854222661,-0.09999999562063971,-0.47056042652827007
167,6.476638782923522,7.831247230811011,0.23814648491744314,0.12162415460681221,3.3562906925461675,-5.509394131145917,-0.0999999886100834,-0.4565666430406981
168,6.475429732639185,7.8309281318061625,0.23831896553341936,0.12154334924293284,3.355953614715389,-5.591116878482792,-0.09999999564301383,-0.4674718265717213
169,6.468585145420524,7.831435722041941,0.23873845245269995,0.12083306889391564,3.3527010546213347,-5.463147568631101,-0.09999998117441887,-0.4481623652759376
170,6.476910236309262,7.831488514708038,0.23804814380567244,0.12166091305996209,3.3564241655953424,-5.574663366044725,-0.09999999497179035,-0.47291169683257855
171,6.46792230653828,7.831440129898357,0.2386955141720762,0.12076185199460995,3.352402925147061,-5.627112842059589,-0.09999999807433442,-0.47218414201392783
172,6.4733028480317145,7.831385139935513,0.23845360501489177,0.12109863932545424,3.3538835646604497,-5.528869986892104,-0.09999999022101974,-0.45573842376321405
173,6.4754568270863695,7.831950045572889,0.23783457165440472,0.12212704785462446,3.358501952105726,-5.5367086537488115,-0.09999999137701573,-0.4555068833751602
174,6.475390660125096,7.831012458838866,0.23831790704748254,0.1214711804703436,3.355579095541046,-5.6019322526108875,-0.09999999568776206,-0.47014065625311974
175,6.474134161013379,7.831156924085008,0.23841524826667757,0.12130301980120534,3.354808284371643,-5.532358081729801,-0.099999992585218,-0.4670885100856319
176,6.475751072485996,7.831062006209653,0.23825674694520327,0.1213913650447692,3.355218235620285,-5.5954446372565805,-0.09999999376358809,-0.46407782768940664
177,6.474595493461959,7.831152498080028,0.23837915617468197,0.12130103940504462,3.354810838869298,-5.473924787194879,-0.09999998132357965,-0.45168977045082115
178,6.47695699345262,7.831513089443934,0.23798972193588086,0.12160517638954785,3.3564506256838484,-5.491019103381488,-0.09999998757341602,-0.46148677323912235
